text,source,date,url
"opportunities for education and training, 
Australia is not on track to meet the targets that 
will close the gap with non -Indigenous 
Australians . For instance, 68.1% of Indigenous 
people aged 20 -24 in 2021 had attain ed year 12 
or equivalent, against 90.7% of the non -
Indigenous population (Target 5).   
 
 
*** 
 
This is a statement that draws conclusions about 
the current approach , based on  the accurate 
presentation  of current outcomes for Abor iginal 
and Torres Strait Islander people. For instance, 
the recent Productivity Commission’s  draft 
report  (2023) into the implementation of the 
Closing the Gap Agreement commented 
“Progress in implementing the Agreement’s  
 16  
 
 
 
 
 
 
*** 
 
To close these gaps, find 
solutions and plan for the 
future  we need to listen to 
advice from Aboriginal and 
Torres Strait Islander people 
about issues affecting their lives 
and communities.  
 Priority Reforms has, for the most part, been",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"Torres Strait Islander people, and their views, misrepresents the proposal.
The constitutional provision requires only that the Voice is an “Aboriginal and Torres Strait Islander
Voice”, and leaves the rules governing its composition to be determined by parliament. It is
appropriate that parliament is responsible for determining the composition of the Voice, because the
identity, experience, culture and views of First Nations across Australia are complex and diverse. This
means it will need to be done in close consultation with local Indigenous communities, and will
require ongoing monitoring, input and evaluation in cooperation with those communities. The
parliament is best placed to undertake that sort of ongoing negotiation.
The government has committed to exactly that form of consultation in the design principles that have
been set in collaboration with the Referendum Working Group, a group of Indigenous leaders. These",10 questions about the Voice to Parliament answered by the experts - The Conversation.pdf,2023-09-14,https://theconversation.com/10-questions-about-the-voice-to-parliament-answered-by-the-experts-207014
"Vote Yes to help close the gap.
4. Bring our country together.
Voting Yes means:
• Becoming reconciled with our past and moving to a better future.
• A change only you can make happen.
Australia has come a long way since our Constitution came into effect in 1901.We now rightly celebrate Indigenous Australians and their contributions to our country.At the 1967 referendum, 90% of Australians voted Yes to changing the Constitution, so Aboriginal and Torres 
Strait Islander people would be counted in the population in the same way as everyone else.
It was a unifying step forward.Together we have a chance to take the next step - recognising Aboriginal and Torres Strait Islander people 
through a Voice.
Other nations with similar histories, like Canada and New Zealand, formally recognised their own First Peoples 
decades ago.
Experience shows there is nothing to fear - and so much to gain.
Rachel Perkins, Filmmaker from Alice Springs, Arrernte/Kalkadoon woman:",Official Referendum Booklet.pdf,2023-09-14,https://www.aec.gov.au/referendums/files/pamphlet/referendum-booklet.pdf
"*** 
 
The High Court would ultimately 
determine its powers, not the 
Parliament.  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 The Voice has a broad function of 
making representations to the 
“Executive Government of the 
Commonwealth”. But that is different 
from the issues that it can address. The 
Voice may only make repr esentations to 
the Government about matters ”relating 
to Aboriginal and Torres Strait Islander 
peoples ”. While this is a deliberately 
broad remit, it is legally limited . The 
Voice will also have to operate within 
pragmatic and political realities, which 
will mean it will not have the resources 
to make representations on every 
matter relating to Aboriginal and Torres 
Strait Islander people, and it will need to 
prioritise the most pressing issues for 
those people it represents and to whom 
it is accountable.  
 
*** 
 
This is misleading  in that b oth the 
Parliament and the High Court will have",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"Arnhem Land, from lesson -
planning to uniforms and 
lunches.  
 
Genuine partnership has 
driven strong school 
attendance rates and better 
results. The ‘Dhupuma 
Firebirds’ Robotics team 
recently competed in the VEX 
International Championships 
in Texas, the first team from 
the Northern Territory ever 
to qualify.  The annual reports of the Institute provide 
further support for these figures: 
https://www.iuih.org.au/strategic -
documents/corporate -documents/   
  
 
 
 
 
 
 
 
 
 
 
 
 
 
*** 
 
 
The facts of this case study are accurate, as 
described in the  Dhupuma Barker School’s 
website : https://barkerbarang.edu.au/about -our-
schools/dhupuma -barker   
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  
 29  
Principal Phillip Heath says:  
""Listening to the community 
is a game -changer in regional 
and remote ed ucation.""  
 
*** 
 
Listening Works: Indigenous 
Rangers  
 
There are nearly 2,000 
Indigenous Rangers working on 
country.  
 
Rangers care for our",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"would have everything it needed to establish itself as a shadow administration that, unlike parliament,  
would not be required to serve the broader national interest, but would instead give priority to its own 
relatively narrow sectional interests.  
The referendum raises a number of questions in relation to:  
1) Equality between all Australians.  
2) The scope and power of the voice.  
This conversation has become complex and confused, mainly because of the lack of community-wide 
consultation to date. The blame rests entirely with the government which chose to break with tradition by 
failing to present official arguments for and against the proposed change, as well as detailed and 
independent legal analysis.  
In past referenda, federal governments fostered debate by providing a pamphlet containing 2000 -
word essays giving the official cases for and against the proposed changes. But this time that will not",The Case for Voting No - Rule of Law Education Centre.pdf,2023-09-14,https://www.ruleoflaw.org.au/wp-content/uploads/Voice-Case-for-No-PDF.pdf
"*** 
 
Our national anthem was recently 
changed to reflect the fact we are “one 
and free”.  
 
 
*** 
 
By contrast, this Voice would 
permanently divide Australians, in 
law and spirit.  
 
“We’re all Australians. And that’s the 
way it should end up. It shouldn’t be 
divided by this so -called Voice which is 
going to split this country right down 
the centre.”  statement is misleading in that it implies 
that Indigenous members and Senators 
fulfil the same function as the Voice. 
Indigenous MPs do not represent 
Aboriginal and Torres Strait Islander 
people. They rep resent their parties and 
their constituencies. Currently, there are 
six Indigenous members of the ALP, one 
Indigenous member of the Country 
Liberal Party, one Indigenous member 
of the Liberals, one Indigenous member 
of The Greens, one Indigenous member 
of the Jacqui Lambie Network and one 
independent Senator for Victoria 
(former Greens). The nature of politics",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"conferring  other functions on the Voice. The 
Government’s Design Principles indicate that 
there  is no intention for the Voice to have a 
program delivery function. They state : ‘The Voice 
would be able to make representations about 
improving programs and services, but it would 
not manage money or deliver services.’  
  
 18 decisions and directions more 
informed and more successful. 
Recognition in the Constitution 
will help heal our nation.""  
 
THE VOICE: KEY FACTS  
 
■ Idea come s from Aboriginal 
and Torres Strait Islander 
people.  
 
 
 
 
 
*** 
 
■ Recognises First Peoples in 
our Constitution.  
 
 
 
 
*** 
 
■ A committee of Aboriginal 
and Torres Strait Islander 
people.  
 
 
 
 
 
 
*** 
 
■ Gives people a say on issues 
affecting them.  
 
 
 
 
***  
 
This is correct in that the request for the  
constitutionally -enshrined  Voice came from the 
national deliberative consultation process with 
Aboriginal and Torres Strait Islander people,",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"their children.
In a spirit of unity, let’s vote Yes together.
NO
END OF THE YES CASE.
The case for voting   No
There are currently hundreds of Aboriginal and Torres Strait Islander representative bodies at all levels 
of government.
This year, the Government has allocated $4.3 billion for the National Indigenous Australians Agency, which has 
1,400 staff.
This Agency’s website and corporate plan says: “We… ensure Aboriginal and Torres Strait Islander peoples have 
a say in the decisions that affect them.”
There is no suggestion this Voice will replace any of these. It will operate as one bureaucracy among many.
9. THIS VOICE WILL BE PERMANENT
This Voice is not a trial or pilot program. It will not be in legislation that can be reversed.Once it is in the Constitution it won’t be undone.Once the High Court makes an interpretation, Parliament can’t overrule it.We will be stuck with the negative consequences forever.
10. THERE ARE BETTER WAYS FORWARD",Official Referendum Booklet.pdf,2023-09-14,https://www.aec.gov.au/referendums/files/pamphlet/referendum-booklet.pdf
"following Voice design principles were agreed by the First Nations Referendum Working 
Group and were drawn from this work.
The Voice will give independent 
advice to the Parliament and 
Government
• The Voice would make representations to the 
Parliament and the Executive Government on 
matters relating to Aboriginal and Torres Strait 
Islander peoples.
• The Voice would be able to make representations proactively. 
• The Voice would be able to respond to requests for representations from the 
Parliament and the Executive Government.
• The Voice would have its own resources to allow it to research, develop and 
make representations.
• The Parliament and Executive Government should seek representations in writing 
from the Voice early in the development of proposed laws and policies.
The Voice will be chosen by 
Aboriginal and Torres Strait 
Islander people based on the 
wishes of local communities
• Members of the Voice would be selected by",Recognising Aboriginal and Torres Strait Islander peoples through a Voice - Information Booklet.pdf,2023-09-14,https://voice.gov.au/sites/default/files/2023-06/voice-information-booklet-english.pdf
"speak to government and the parliament about what’s needed for practical improvements to people’s
lives. This in turn would help address disadvantage and systemic discrimination.
Aboriginal and Torres Strait Islander people have answers to many pressing issues confronting their
communities, but all too often are not heard. The positive impact of listening to Indigenous voices is
supported by research such as that conducted in Australia led by Fiona Stanley and Marcia Langton,
and internationally at the Harvard Project on American Indian Development.
4. How can the Voice represent the diversity of Aboriginal and Torres Strait
Islander views?
Claims that the Voice will be a “Canberra Voice”, unrepresentative of the diversity of Aboriginal and
Torres Strait Islander people, and their views, misrepresents the proposal.
The constitutional provision requires only that the Voice is an “Aboriginal and Torres Strait Islander",10 questions about the Voice to Parliament answered by the experts - The Conversation.pdf,2023-09-14,https://theconversation.com/10-questions-about-the-voice-to-parliament-answered-by-the-experts-207014
"Rejecting such a distortion of the democratic process does not mean closing our minds to the views of 
Aborigines and Torres Strait Islanders. Indigenous people - like everyone else - already have a voice on 
all matters of public policy through their rights of citizens.  
Most people may not be aware of how far the back-room conversation has moved on from symbolic 
recognition of indigenous Australians. At some point the objective became “substantial” recognition. And 5 
 
© Rule of Law Institute of Australia the design of the voice went beyond the creation of an advisory group on indigenous affairs to something 
much more ambitious.  
On the table today is a proposal to create a permanent institution of state that would be entitled to 
develop and prosecute its own policies independently of parliament and the government of the day. It 
would have everything it needed to establish itself as a shadow administration that, unlike parliament,",The Case for Voting No - Rule of Law Education Centre.pdf,2023-09-14,https://www.ruleoflaw.org.au/wp-content/uploads/Voice-Case-for-No-PDF.pdf
"people would be confused about what  
 46  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
*** 
 
Some Voice supporters say this would 
just be a first step to reparations and 
compensation and other radical 
changes. So, what would come next?  
 will be constitutionally entrenched, and 
what w ill be subject to future legislative 
change. To help Australians understand 
what the Voice is likely to look like, the 
Government has released  a set of 
‘Design Principles’, that will guide the 
design of the Voice should a 
referendum be successful . This inc ludes 
details about how the Voice will be 
selected, representative, accountable 
and the operations of the Voice. It has 
also indicated that the final design will 
be determined by the Parliament, 
following further consultation with 
Aboriginal and Torres Str ait Islander 
people, after the referendum.  
 
*** 
 
This is misleading as it implies that the 
Voice will unilaterally lead to changes 
such as the payment of reparations and",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"involved an initial commitment by the Coalition 
government of $4.8 billion over four years from 
2014 -2015.  
 
*** 
 
It is true that to date the money that has been 
spent, and the policies that have been attempted 
have not made significant or lasting progress on 
many key indicators, as is demonstrated by the 
annual Closing the Gap reports , and the 
conclusions of the recent Productivity 
Commission’s  draft report (2023) on 
implementation of the Closing the Gap 
Agreement . The statement that the reason they 
haven’t achieve d lasting improvement is because 
they haven’t listened to people on the ground is 
referable to  the evidence. There is substantial 
academic research that supports the claim that 
practical progress will be made in relation to key 
indicators when the governme nt listens to the 
views of Aboriginal and Torres Strait Islander 
people. There is also evidence of poor  
 27  
 
 
 
 
 
 
 
 
 
*** 
 
No-one thinks the Voice will",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"■ Deliver better value for 
money.  
  
 
This is a correct summary of the constitutional 
function of the Voice, which is described in the 
amendment as making ‘representations’ to the 
Government and the Parliament. These 
representations will inform the work of 
Government and Parliament but are not binding 
on them, and in that respect are about ‘advice’.  
 
 
*** 
 
This is accurate in that t here is  substantial 
academic research that supports the claim that 
practical progress will be made in relation to key 
indicators when the government listens to the 
views of Aboriginal and Torres Strait Islander 
people , and this will result in better value for 
money. 
 
The Voice will give advice on 
key issues facing Aboriginal 
and Torres Strait Islander 
people, from better infant Under the constitutional amendment, the issues 
on which the Voice will provide advice must 
relate to Aboriginal and Torres Strait Islander 
peoples. Within this deliberately broad set of",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"inaccuracies and misleading and unsupported claims. This analysis is of great 
concern for the outcome of the referendum. Misinformation – whether that be 
in the form of inaccurate information, or misleading or unsupported claims – 
has the capacity  to distort voters’ understanding of the issues and ultimately 
their vote and the result.  
 
The Gilbert + Tobin Centre of Public Law and the Indigenous Law Centre  are 
based at the University of New South Wales (UNSW). The Gilbert + Tobin Centre of 
Public L aw is a leading Australian public law research centre, producing high quality 
research and engaging with government, academics and the broader community to 
deepen understanding of public law issues, inform debate and influence change. The 
Indigenous Law Ce ntre was e stablished in 1981, it is Australia’s first and pre -eminent 
University -based Indigenous legal centre. It has contributed  to the recognition,",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"Commonwealth of Australia 
BALLOT PAPER
State/territory
WRITE “YES” 
OR “NO”DO YOU APPROVE THIS PROPOSED ALTERATION?A PROPOSED LAW:
There would be a description 
of the proposed constitutional 
change here.
SAMPLENO
Don’t worry if you make a mistake.  
You can ask for another ballot paper and start again.
Voting is compulsory for Australian citizens aged 18 years and older. If you don’t vote 
you may be fined or prosecuted. If you vote more than once it is a criminal offence.",Official Referendum Booklet.pdf,2023-09-14,https://www.aec.gov.au/referendums/files/pamphlet/referendum-booklet.pdf
"Those who voted for the proposed law, and who 
desired to forward such an argument, have created 
the Yes case, while those who voted against the 
proposed law, and who desired to forward such an 
argument, have created the No case.
The word count is restricted to 2,000 words for 
each case by section 11(1) of the Referendum 
(Machinery Provisions) Act 1984 (Cth).What may change in the Constitution
Statement of the proposed changes to be made  
to the Constitution
The proposed law, being the Constitution Alteration (Aboriginal and Torres Strait Islander Voice) 2023, 
would change the Constitution by inserting the following text after Chapter VIII:
Chapter IX—Recognition of Aboriginal and Torres Strait 
Islander Peoples
129 Aboriginal and Torres Strait Islander Voice
In recognition of Aboriginal and Torres Strait Islander peoples as the First Peoples 
of Australia:
(i) there shall be a body, to be called the Aboriginal and Torres Strait Islander Voice;",Official Referendum Booklet.pdf,2023-09-14,https://www.aec.gov.au/referendums/files/pamphlet/referendum-booklet.pdf
"department. It is not a representative 
body, but the department that provides 
advice to the Minister and delivers the 
policies and programs of the 
department. It may consult with and 
report to the government the views of 
Aboriginal and Torres Strait Islander 
people, but it is not a representative 
body, and it is not directly accountable 
back to Aboriginal and  Torres Strait 
Islander people.  
 
*** 
 
It is misleading to claim that the Voice is 
equivalent to ‘bureaucracy’, which does 
not reflect the intended representative 
nature of the Voice. It would not be the 
creation of another department. It 
would not develop  or administer 
programs. It would be a new 
representative institution.  
 
The exact relationship between the 
Voice and the NIAA (as well as other 
government departments) will be 
determined after the referendum, and 
will evolve according to considerations 
of effectiveness and efficiency. Given the 
NIAA’s current role in providing advice",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"indigenous people  would receive 12.5 per cent of the seats on the voice.  
Other states with three seats on the voice would be South Australia which has just 52,083 indigenous 
people, the Northern Territory (76,736 indigenous people) and Western Australia (120,037).  Together, 
those three states would have nine seats on the voice - or three times the representation of NSW - yet their 
combined indigenous population is 248,856 which is 90,690 fewer than the indigenous population of 
NSW. 
That report, co-chaired by Tom Calma and Marcia Langton, would amount to a raw deal for 
indigenous people in NSW and an extremely favourable deal for those in Queensland. It treats the Torres 4 
 
© Rule of Law Institute of Australia Strait Islands, which are part of Queensland, as a separate jurisdiction and would give them two seats on 
the voice plus an additional seat for those islanders who reside on the mainland.",The Case for Voting No - Rule of Law Education Centre.pdf,2023-09-14,https://www.ruleoflaw.org.au/wp-content/uploads/Voice-Case-for-No-PDF.pdf
"the Voice will be made up of and chosen by 
Aboriginal and Torres Strait Islander people.  
 
 
*** 
 
This requires clarification in that the Voice will 
give Aboriginal and Torres Strait Islander people 
a say in government and parliamentary decisions  
about issues relating to them.  
 
 
***  
 19  
 
■ Listening will mean better 
results – and better value for 
money.  
 
 
 
 
 
*** 
 
■ Representatives from all 
states and territories, the Torres 
Strait Islands and remote 
communities.  
 
*** 
 
■ Will include young people 
and a balance of men and 
women.  
 
 
 
*** 
 
■ Parliament and Government 
still responsible for laws, 
programs and funding.  
 
 
 
 
 
KEEP READING FOR 8 MORE 
REASONS TO VOTE YES.  
  
 
There is substantial academic research that 
supports the claim that  practical progress will be 
made in relation to key indicators when the 
government listens to the views of Aboriginal 
and Torres Strait Islander people , and this will",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
